Name,PTID,Zone,UnitType,FuelType,Latitude,Longitude,Pmax,Pmin,maxRampAgc,maxRamp10,maxRamp30,maxRamp60,HeatRateLM_1,HeatRateLM_0,HeatRateLM_R2,HeatRateQM_2,HeatRateQM_1,HeatRateQM_0,HeatRateQM_R2,useQM,fid,BusId,HubDist,starttime
Indeck-Silver Springs,23768.0,C,Combined Cycle,Natural Gas,42.6544,-78.0772,60.0,6.0,1.0,10.0,30.0,60.0,7.225022614,88.40689455,0.904639638,0.052109938,3.918514457,128.5602169,0.911688783,1,17.0,65.0,33.32619022,1h
Indeck-Yerkes,23781.0,A,Combined Cycle,Natural Gas,42.9671,-78.9182,57.0,4.0,0.95,9.5,28.5,57.0,7.471322085,81.90205038,0.961511801,0.037991439,5.223767764,104.0979492,0.964613361,1,2.0,57.0,8.608200147,1h
Independence,23970.0,C,Combined Cycle,Natural Gas,43.495,-76.4508,1218.0,103.0,20.3,203.0,609.0,1218.0,6.672255447,167.3533806,0.973590111,0.000652208,5.81334173,390.5014737,0.974242951,1,19.0,50.0,23.06475241,1h
Jamestown 5,1658.0,A,Steam Turbine,Natural Gas,42.0917,-79.2417,28.7,0.0,0.478333333,4.783333333,14.35,28.7,10.347,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,60.0,27.15297736,1h
Jamestown 6,1658.0,A,Steam Turbine,Natural Gas,42.0917,-79.2417,25.0,0.0,0.416666667,4.166666667,12.5,25.0,10.347,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,60.0,27.15297736,1h
Jamestown 7,1659.0,A,Combustion Turbine,Natural Gas,42.0917,-79.2417,46.0,32.0,0.766666667,7.666666667,23.0,46.0,6.083722762,180.4098053,0.265147651,0.586561021,-36.60766157,952.6309488,0.298310905,1,6.0,60.0,27.15297736,1h
Kent,24152.0,J,Combustion Turbine,Natural Gas,40.7168,-73.9665,65.0,8.0,0.816666667,8.166666667,32.5,65.0,13.6161056,-175.0052184,0.854081152,0.229956151,-0.674462895,-2.860626617,0.886643833,1,67.0,82.0,5.108401528,1h
KIAC_JFK_GT1,23816.0,J,Combined Cycle,Natural Gas,40.6417,-73.7778,71.0,17.0,1.083333333,10.83333333,35.5,35.5,7.90180717,87.49375213,0.972907628,-0.007507863,8.523468321,74.94687173,0.973062986,1,64.0,82.0,11.47967404,1h
KIAC_JFK_GT2,23817.0,J,Combined Cycle,Natural Gas,40.6417,-73.7778,49.0,4.0,1.183333333,11.83333333,24.5,49.0,7.487262603,94.37554812,0.986293021,-0.001455771,7.5747046,93.53050014,0.986301953,1,65.0,82.0,11.47967404,1h
Lockport,23791.0,A,Combined Cycle,Natural Gas,43.1622,-78.7453,153.0,28.0,2.55,25.5,76.5,153.0,12.83246405,-14.5128076,0.931274483,0.00592104,11.88674839,15.39975543,0.931404611,1,3.0,56.0,16.64343266,1h
Massena,23902.0,D,Combined Cycle,Natural Gas,44.9503,-74.8928,55.0,0.0,0.916666667,9.166666667,27.5,55.0,7.633,0.0,0.0,0.0,0.0,0.0,0.0,0,24.0,48.0,51.16849284,1h
Narrows 1-1,24228.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,137.0,82.0,8.237081198,1h
Narrows 1-2,24229.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,138.0,82.0,8.237081198,1h
Narrows 1-3,24230.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,139.0,82.0,8.237081198,1h
Narrows 1-4,24231.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,140.0,82.0,8.237081198,1h
Narrows 1-5,24232.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,141.0,82.0,8.237081198,1h
Narrows 1-6,24233.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,142.0,82.0,8.237081198,1h
Narrows 1-7,24234.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,143.0,82.0,8.237081198,1h
Narrows 1-8,24235.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,144.0,82.0,8.237081198,1h
Narrows 2-1,24236.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,145.0,82.0,8.237081198,1h
Narrows 2-2,24237.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,146.0,82.0,8.237081198,1h
Narrows 2-3,24238.0,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22.0,0.0,0.366666667,3.666666667,11.0,22.0,13.315,0.0,0.0,0.0,0.0,0.0,0.0,0,147.0,82.0,8.237081198,1h
